"","Team","Player","Age","G","MP","PER","WARP","VORP","OWS","DWS","WS","WS/48","TS%","3PAr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OBPM","DBPM","BPM","Rk","Salary_2019_to_20","Salary_2020_to_21","Salary_2021_to_22","Salary_2022_to_23","Salary_2023_to_24","Salary_2024_to_25","Signed Using","Guaranteed","Salary_Per_Million","WARP_Per","PER_Mil","BPM_Per","VORP_Per","WS_Per","Pos"
"149","Memphis Grizzlies","De'Anthony Melton",21,52,1011,14.6,1.62,0.6,0.4,1.4,1.8,0.086,0.525,0.331,3.9,15.9,10,20.9,3,1.5,16.3,19.6,-1.6,1.8,0.3,426,1416852,NA,NA,NA,NA,NA,"Cap Space",1416852,1.416852,1.14337983077979,10.3045342773981,0.21173700569996,0.42347401139992,1.27042203419976,"PG"
"150","New Orleans Pelicans","Josh Hart",24,57,1563,11.7,1.62,0.6,1,1.7,2.7,0.083,0.556,0.676,3.6,21.4,12.5,8,1.7,1.1,11.1,15.3,-1.2,0.6,-0.6,358,1934160,3491159,NA,NA,NA,NA,"1st Round Pick",5425319,1.93416,0.837572899863507,6.04913761012533,-0.310212185134632,0.310212185134632,1.39595483310584,"SF"
"151","New Orleans Pelicans","Zion Williamson",19,19,565,24.2,1.62,0.6,1.3,0.4,1.8,0.149,0.624,0.045,10.2,13.9,12,12.6,1.3,1.3,12.4,29.6,3.5,-1.1,2.4,127,9757440,10245480,10733400,13534817,NA,NA,"1st Round Pick",20002920,9.75744,0.166027154663518,2.48015873015873,0.245966155057064,0.061491538764266,0.184474616292798,"PF"
"152","Boston Celtics","Robert Williams",22,23,323,19.6,1.35,0.5,0.6,0.8,1.4,0.205,0.671,0,11.4,24.3,17.9,9.5,3,8,21.5,12.3,-0.6,4.4,3.8,357,1937520,2029920,3661976,NA,NA,NA,"1st Round Pick",3967440,1.93752,0.696767001114827,10.1160246087782,1.96127007721211,0.258061852264751,0.722573186341302,"C"
"153","Chicago Bulls","Lauri Markkanen",22,50,1492,14.3,1.35,0.5,1.1,1.6,2.6,0.084,0.56,0.536,4.2,19.7,11.6,7.6,1.4,1.5,11,21.1,0.2,-0.8,-0.5,195,5300400,6731508,NA,NA,NA,NA,"1st Round Pick",12031908,5.3004,0.254697758659724,2.69790959172893,-0.0943325032073051,0.0943325032073051,0.490529016677987,"PF"
"154","Milwaukee Bucks","Kyle Korver",38,50,833,11.2,1.35,0.5,0.8,1.4,2.2,0.125,0.613,0.799,1.8,10.1,6.2,9.5,1.2,1.3,13.3,15.7,-0.5,0.7,0.2,292,2564753,NA,NA,NA,NA,NA,"Minimum Salary",2564753,2.564753,0.526366476615877,4.36689225044283,0.0779802187579077,0.194950546894769,0.857782406336985,"SF"
"155","Indiana Pacers","Jeremy Lamb",27,46,1291,14.1,1.35,0.5,0.9,1.8,2.7,0.099,0.547,0.33,2.1,14.9,8.5,10.5,2.1,1.5,8.7,19.7,-1.1,0.7,-0.4,120,10500000,10500000,10500000,NA,NA,NA,"Cap Space",31500000,10.5,0.128571428571429,1.34285714285714,-0.0380952380952381,0.0476190476190476,0.257142857142857,"SG"
"156","Charlotte Hornets","Cody Zeller",27,58,1341,18.8,1.35,0.5,2.4,1.2,3.6,0.129,0.576,0.157,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,0.2,-0.8,-0.6,87,14471910,15415730,NA,NA,NA,NA,"1st Round Pick",29887640,14.47191,0.0932841622149392,1.2990683330673,-0.0414596276510841,0.0345496897092367,0.248757765906504,"C"
"157","Orlando Magic","Michael Carter-Williams",28,42,773,15.7,1.35,0.5,0.7,1.1,1.9,0.116,0.539,0.281,5.9,13.8,9.7,19.4,2.8,2.3,14.6,18.4,-1.3,1.7,0.4,341,2028594,NA,NA,NA,NA,NA,"Minimum Salary",2028594,2.028594,0.665485553048072,7.73935050581832,0.197180904606836,0.246476130758545,0.936609296882471,"SG"
"158","Denver Nuggets","Michael Porter",21,48,670,18.5,1.35,0.5,1,0.9,2,0.141,0.589,0.358,8.8,24.3,16.5,8,1.5,2.6,10.3,22,1.4,-0.7,0.8,255,3389400,3550800,5258735,NA,NA,NA,"1st Round Pick",6940200,3.3894,0.39830058417419,5.4581931905352,0.236029975806927,0.14751873487933,0.590074939517319,NA
"159","Utah Jazz","Georges Niang",26,58,772,12.4,1.35,0.5,1,0.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,-0.4,0.5,378,1678854,1783557,NA,NA,NA,NA,"Non-Bird Exception",1678854,1.678854,0.804119953253827,7.38599068173885,0.297822204908825,0.297822204908825,1.01259549669,"PF"
"160","LA Lakers","Alex Caruso",25,58,1032,11,1.35,0.5,0.6,1.6,2.2,0.103,0.538,0.412,1.5,10.1,5.9,12.6,2.8,1.4,13.6,13.9,-2.4,2.4,0.1,279,2750000,2750000,NA,NA,NA,NA,"Room Exception",5500000,2.75,0.490909090909091,4,0.0363636363636364,0.181818181818182,0.8,"PG"
"161","Sacramento Kings","Harrison Barnes",27,64,2231,13.3,1.35,0.5,3.1,1.1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.2,-1.2,47,24147727,22215909,20284091,18352273,NA,NA,"Bird Rights",8.5e+07,24.147727,0.0559058829843488,0.55077647680877,-0.04969411820831,0.0207058825867958,0.173929413729085,"PF"
"162","Phoenix Suns","Cameron Johnson",23,49,996,12.2,1.35,0.5,1.1,0.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.7,-0.2,225,4033440,4235160,4437000,5887899,NA,NA,"1st Round Pick",8268600,4.03344,0.334701892181364,3.02471339600936,-0.0495854655083502,0.123963663770875,0.446269189575152,"PF"
"163","Golden State Warriors","Willie Cauley-Stein",26,41,940,16.2,1.35,0.5,1,1.2,2.2,0.113,0.573,0,7.9,22,14.7,9.9,2.3,4.8,11,14.4,-1.5,1.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Houston Rockets","Ben McLemore",26,63,1437,11.7,1.35,0.5,2.1,0.9,3,0.1,0.622,0.83,1.5,8.7,5.1,5.3,1.2,0.7,8.5,15.6,0,-0.7,-0.7,345,2028594,2283034,NA,NA,NA,NA,"Minimum Salary",2028594,2.028594,0.665485553048072,5.76754145974995,-0.345066583061963,0.246476130758545,1.47885678455127,"SG"
"165","New Orleans Pelicans","Jaxson Hayes",19,56,951,17.8,1.35,0.5,2.5,1,3.5,0.176,0.675,0.017,9,15.7,12.3,7.5,1.1,4.6,11.6,15.1,-0.8,0.8,0.1,201,4862040,5105160,5348280,6803012,NA,NA,"1st Round Pick",9967200,4.86204,0.277661228620085,3.66101471810187,0.0205674984163026,0.102837492081513,0.719862444570592,"C"
"166","Brooklyn Nets","Garrett Temple",33,55,1547,10.3,1.08,0.4,0.5,1.6,2.1,0.065,0.507,0.66,1.9,10.5,6.3,13.1,1.3,1.4,9.3,16.6,-1.5,0.4,-1.1,212,4767000,5005350,NA,NA,NA,NA,"Room Exception",4767000,4.767,0.226557583385777,2.16068806377176,-0.230753094189218,0.0839102160688064,0.440528634361233,"SG"
"167","Brooklyn Nets","Caris LeVert",25,39,1131,15.1,1.08,0.4,-0.1,1.2,1.2,0.05,0.509,0.31,3.7,10.6,7.2,23.5,1.8,0.5,12.6,28.8,0.1,-0.7,-0.6,284,2625718,16203704,17500000,18796296,NA,NA,"1st Round pick",55125718,2.625718,0.411316066691092,5.7508079694773,-0.228508925939495,0.152339283959664,0.457017851878991,"SG"
"168","Chicago Bulls","Tomáš Satoranský",28,65,1878,13.5,1.08,0.4,1.8,1.7,3.5,0.09,0.533,0.361,4.3,11,7.5,27.1,2.1,0.4,17.7,16.7,-1,-0.2,-1.2,124,1e+07,1e+07,1e+07,NA,NA,NA,"Sign and Trade",2.5e+07,10,0.108,1.35,-0.12,0.04,0.35,NA
"169","Chicago Bulls","Thaddeus Young",31,64,1591,13.3,1.08,0.4,-0.2,2.1,1.9,0.058,0.521,0.369,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-1.4,0.2,-1.1,98,12900000,13545000,14190000,NA,NA,NA,"Cap space",32445000,12.9,0.0837209302325581,1.03100775193798,-0.0852713178294574,0.0310077519379845,0.147286821705426,"PF"
"170","Chicago Bulls","Kris Dunn",25,51,1269,12.1,1.08,0.4,0.3,2,2.3,0.085,0.51,0.327,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,-3.7,3.1,-0.6,192,5348007,NA,NA,NA,NA,NA,"1st Round pick",5348007,5.348007,0.201944387881317,2.26252508644809,-0.112191326600732,0.0747942177338212,0.430066751969472,"PG"
"171","Atlanta Hawks","Jabari Parker",24,32,837,17.2,1.08,0.4,0.5,0.7,1.2,0.069,0.565,0.293,6.9,17.9,12.3,11.6,2.3,1.5,12.4,24,0.4,-0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Miami Heat","Jae Crowder",29,13,373,16,1.08,0.4,0.7,0.6,1.3,0.168,0.618,0.781,2.5,19.6,11.4,10.3,2.6,1.9,6,15.8,0.7,1.1,1.8,156,7815533,NA,NA,NA,NA,NA,"Bird Rights",7815533,7.815533,0.138186352741393,2.04720522579842,0.230310587902322,0.0511801306449605,0.166335424596122,"SF"
"173","Utah Jazz","Tony Bradley",22,50,535,21.8,1.08,0.4,1.8,0.9,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.4,1.3,354,1962360,3542060,NA,NA,NA,NA,"1st Round Pick",5504420,1.96236,0.550357732526142,11.1090727491388,0.662467641003689,0.203836197231904,1.37589433131536,"C"
"174","LA Clippers","Patrick Patterson",30,51,607,11.7,1.08,0.4,0.9,0.6,1.5,0.118,0.576,0.755,5.2,15.1,10.3,6.9,0.5,0.4,8.1,15.1,0.9,-0.5,0.4,316,2331593,NA,NA,NA,NA,NA,"Minimum Salary",2331593,2.331593,0.463202625844219,5.01802844664571,0.171556528090451,0.171556528090451,0.643336980339193,"PF"
"175","Phoenix Suns","Dario Šari?",25,58,1441,13.3,1.08,0.4,1.5,1.2,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.4,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Toronto Raptors","Matt Thomas",25,33,321,13.6,0.81,0.3,0.5,0.4,0.9,0.137,0.65,0.676,2.4,13.2,7.9,7.9,1.2,0,9.4,17,1,0.4,1.4,457,898310,1517981,1782621,NA,NA,NA,"MLE",1623310,0.89831,0.901693179414679,15.1395398025181,1.55848203849451,0.333960436820251,1.00188131046075,"SG"
"177","New York Knicks","Bobby Portis",24,66,1393,14.6,0.81,0.3,0.9,1,1.9,0.064,0.53,0.317,6,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.1,-1.1,-1,84,1.5e+07,15750000,NA,NA,NA,NA,"Cap Space",1.5e+07,15,0.054,0.973333333333333,-0.0666666666666667,0.02,0.126666666666667,"C"
"178","Philadelphia 76ers","Shake Milton",23,32,611,15.2,0.81,0.3,1.1,0.6,1.7,0.134,0.633,0.488,2,10.3,6.1,17.4,1.5,0.8,13.7,19.6,0.3,-0.6,-0.3,407,1445697,1701593,1846738,1997718,NA,NA,"Cap Space",4994028,1.445697,0.560283378882297,10.5139597024826,-0.207512362548999,0.207512362548999,1.17590338777766,"SG"
"179","Chicago Bulls","Otto Porter",26,14,331,15.8,0.81,0.3,0.4,0.4,0.8,0.112,0.55,0.443,4.1,12.3,8,11.9,2.2,1.7,6.8,21,0.9,0.2,1,31,27250576,28489239,NA,NA,NA,NA,"Bird Rights",27250576,27.250576,0.0297241423447343,0.579804258082471,0.0366964720305362,0.0110089416091608,0.0293571776244289,"SF"
"180","Cleveland Cavaliers","John Henson",29,29,412,16.9,0.81,0.3,0.4,0.5,0.9,0.109,0.539,0.258,8.5,22.3,15.4,15.2,1.9,6.7,13.5,16.1,-1.1,2.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Atlanta Hawks","Alex Len",26,40,745,17.5,0.81,0.3,1.1,0.6,1.8,0.113,0.59,0.215,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,-0.2,-0.3,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Washington Wizards","Troy Brow",20,61,1519,13.7,0.81,0.3,1.2,0.9,2.2,0.069,0.534,0.287,4.4,19.6,11.7,13,2.3,0.3,10.5,17,-0.8,-0.4,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Washington Wizards","Jordan McRae",28,29,654,15.2,0.81,0.3,0.4,0.2,0.7,0.05,0.523,0.334,2.7,15.2,8.7,18.8,1.4,2,9.7,24.9,0.8,-1.3,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Miami Heat","Meyers Leonard",27,49,987,11.1,0.81,0.3,1,1.1,2.1,0.104,0.64,0.534,3.2,24.1,14.1,7.7,0.6,1.5,13,12,-1,0.4,-0.6,116,11286515,NA,NA,NA,NA,NA,"Cap Space",11286515,11.286515,0.0717670600712443,0.983474526902237,-0.0531607852379588,0.0265803926189794,0.186062748332856,"C"
"185","LA Clippers","JaMychal Green",29,55,1130,10.8,0.81,0.3,0.8,1.8,2.6,0.111,0.554,0.675,7,24.3,15.9,5.1,1,1.6,12.3,13.5,-1.4,0.6,-0.8,210,4767000,5005350,NA,NA,NA,NA,"Room Exception",4767000,4.767,0.169918187539333,2.26557583385777,-0.167820432137613,0.0629326620516048,0.545416404447241,"PF"
"186","Sacramento Kings","Trevor Ariza",34,32,791,9.4,0.81,0.3,0.3,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,1.3,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Phoenix Suns","Jevon Carter",24,50,754,10.4,0.81,0.3,0.3,0.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,1,-0.6,417,1416852,NA,NA,NA,NA,NA,"Minimum Salary",1416852,1.416852,0.571689915389893,7.34021619759862,-0.42347401139992,0.21173700569996,0.776369020899854,"PG"
"188","Phoenix Suns","Frank Kaminsky",26,32,718,14.5,0.81,0.3,0.8,0.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,-0.3,-0.1,206,4767000,5005350,NA,NA,NA,NA,"Room Exception",9772350,4.767,0.169918187539333,3.04174533249423,-0.0209775540172016,0.0629326620516048,0.293685756240822,"C"
"189","Houston Rockets","Robert Covington",29,14,456,14.1,0.81,0.3,0.3,0.7,1,0.108,0.566,0.737,4.1,21.3,12.7,5.5,1.5,6.6,11.2,16.1,-0.3,0.8,0.5,115,11301219,12138345,12975471,NA,NA,NA,"Cap Space",36415035,11.301219,0.0716736840512515,1.24765301866993,0.0442430148464515,0.0265458089078709,0.088486029692903,"PF"
"190","Houston Rockets","Jeff Green",33,10,201,20,0.81,0.3,0.6,0.2,0.8,0.201,0.739,0.515,4.7,12.1,8.3,9.2,2.1,2.1,11.3,16.3,3.5,0.4,3.9,477,695526,NA,NA,NA,NA,NA,"Minimum Salary",840427,0.695526,1.16458622682689,28.7552154772072,5.6072670180554,0.431328232158108,1.15020861908829,"PF"
"191","Dallas Mavericks","Jalen Brunson",23,57,1022,15,0.81,0.3,1.6,0.7,2.3,0.108,0.553,0.309,2.3,11.3,6.9,26.9,1,0.3,13.6,20.4,0.1,-0.9,-0.8,433,1416582,1663861,1802057,NA,NA,NA,"Cap Space",3080443,1.416582,0.571798879274197,10.5888681347073,-0.564739633851058,0.211777362694147,1.62362644732179,"PG"
"192","Memphis Grizzlies","Jae Crowder",29,45,1322,11,0.81,0.3,0.5,1.4,1.9,0.068,0.507,0.667,3.2,18.4,11,12.2,1.7,0.9,10.9,15.6,-1.4,0.1,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Memphis Grizzlies","John Konchar",23,15,167,19,0.81,0.3,0.5,0.2,0.7,0.195,0.711,0.257,11.5,17.3,14.4,16.7,2,1.6,14.3,10.4,2.7,2.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","New Orleans Pelicans","Nicol<f2> Melli",29,52,889,12.3,0.81,0.3,1,0.8,1.8,0.095,0.583,0.647,4.4,14.3,9.3,10.2,1.6,1.8,12.1,15.9,-0.9,0.3,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Boston Celtics","Brad Wanamaker",30,63,1215,11.8,0.54,0.2,1.2,1.5,2.7,0.108,0.56,0.283,1.7,9.2,5.5,17.6,2.1,0.9,15.9,15.4,-2.5,1.2,-1.3,411,1445697,NA,NA,NA,NA,NA,"Minimum Salary",1445697,1.445697,0.373522252588198,8.16215292692729,-0.899220237712328,0.138341575032666,1.86761126294099,"PG"
"196","Brooklyn Nets","David Nwaba",27,20,268,14,0.54,0.2,0.4,0.4,0.8,0.142,0.627,0.394,3.2,13.9,8.6,4.4,1.9,3.7,8.8,14.2,-1.1,2,1,381,1678854,NA,NA,NA,NA,NA,NA,1678854,1.678854,0.321647981301531,8.33902173744709,0.595644409817649,0.11912888196353,0.47651552785412,"SF"
"197","Brooklyn Nets","Chris Chiozza",24,11,126,16.5,0.54,0.2,0.3,0.1,0.4,0.154,0.621,0.556,5,11.2,8.2,24.5,1.9,0,14.8,17.9,1.8,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","New York Knicks","Taj Gibson",34,62,1025,16.1,0.54,0.2,1.8,0.8,2.6,0.12,0.61,0.049,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,-0.7,-0.4,-1.1,126,9800000,10290000,NA,NA,NA,NA,"Cap Space",9800000,9.8,0.0551020408163265,1.64285714285714,-0.112244897959184,0.0204081632653061,0.26530612244898,"C"
"199","Philadelphia 76ers","Furkan Korkmaz",22,64,1398,11.7,0.54,0.2,1,1.3,2.3,0.079,0.571,0.617,1.3,10.4,5.8,7.3,1.3,0.9,8.7,18.5,-0.6,-0.9,-1.5,387,1620564,1762796,NA,NA,NA,NA,"Minimum Salary",1620564,1.620564,0.333217324338934,7.21970869401023,-0.925603678719261,0.123413823829235,1.4192589740362,"SG"
"200","Philadelphia 76ers","Kyle O'Quinn",29,26,258,18.1,0.54,0.2,0.3,0.5,0.8,0.155,0.541,0.319,13.7,28.3,21,19.1,0.9,7.3,18.3,16.5,-0.7,2.2,1.5,340,2028594,NA,NA,NA,NA,NA,"Minimum Salary",2028594,2.028594,0.266194221219229,8.92243593345933,0.739428392275635,0.098590452303418,0.394361809213672,"C"
"201","Chicago Bulls","Denzel Valentine",26,36,488,13,0.54,0.2,-0.1,0.6,0.5,0.048,0.511,0.578,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,-0.7,0.2,-0.5,256,3377569,NA,NA,NA,NA,NA,"1st Round pick",3377569,3.377569,0.159878303004321,3.84892210936327,-0.148035465744741,0.0592141862978965,0.148035465744741,"SF"
"202","Milwaukee Bucks","Marvin Williams",33,11,203,9.7,0.54,0.2,0.2,0.4,0.6,0.148,0.54,0.692,2.6,15.6,9.5,9,2,1.7,6.9,8.9,-2,3.4,1.4,446,956349,NA,NA,NA,NA,NA,"Minimum Salary",956349,0.956349,0.564647424737204,10.1427407776868,1.46390073080016,0.209128675828594,0.627386027485782,"PF"
"203","Cleveland Cavaliers","Tristan Thompson",28,57,1721,16.8,0.54,0.2,2,1.1,3.1,0.085,0.54,0.041,14.5,22.9,18.6,10.5,0.9,2.5,14,18.3,-0.2,-1.3,-1.5,61,18539130,NA,NA,NA,NA,NA,"Bird Rights",18539130,18.53913,0.0291275804204404,0.906191390858147,-0.0809099456123346,0.0107879927483113,0.167213887598825,"C"
"204","Charlotte Hornets","P.J. Washington",21,58,1759,12.4,0.54,0.2,0.5,1.4,2,0.054,0.547,0.39,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,-1.7,0.1,-1.6,233,3831840,4023600,4215120,5808435,NA,NA,"1st Round Pick",7855440,3.83184,0.140924464487035,3.23604325859117,-0.417553968850474,0.0521942461063092,0.521942461063092,"PF"
"205","Charlotte Hornets","Marvin Williams",33,41,808,11.8,0.54,0.2,0.8,0.6,1.5,0.087,0.593,0.557,2,13.2,7.4,7.8,1.6,2.5,9.7,14,-1.6,0.4,-1.2,83,15006250,NA,NA,NA,NA,NA,NA,15006250,15.00625,0.0359850062473969,0.786339025406081,-0.0799666805497709,0.0133277800916285,0.0999583506872137,"PF"
"206","Charlotte Hornets","Willy Hernangómez",25,31,375,19.2,0.54,0.2,0.4,0.4,0.8,0.107,0.576,0.158,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,0.6,-0.5,0.1,383,1676735,NA,NA,NA,NA,NA,"Cap Space",1676735,1.676735,0.322054468953055,11.4508255627753,0.0596397164727879,0.119279432945576,0.477117731782303,NA
"207","Atlanta Hawks","Kevin Huerter",21,56,1760,11.5,0.54,0.2,1,0.6,1.6,0.042,0.536,0.548,2.1,12,7,17.5,1.4,1.3,12,17.1,-0.6,-0.9,-1.6,283,2636280,2761920,4253357,NA,NA,NA,"1st Round Pick",5398200,2.63628,0.204834084391643,4.36220735278498,-0.606915805604867,0.0758644757006084,0.606915805604867,"SG"
"208","Washington Wizards","Ish Smith",31,60,1570,13.8,0.54,0.2,1.3,0.4,1.7,0.053,0.512,0.258,1.9,11.7,6.6,25.9,1.5,1.3,11.2,18.3,-0.3,-1.1,-1.4,182,5853659,6146341,NA,NA,NA,NA,"MLE",1.2e+07,5.853659,0.0922499926968756,2.3574998133646,-0.23916664773264,0.0341666639618058,0.290416643675349,"PG"
"209","Washington Wizards","Shabazz Napier",28,15,378,15.7,0.54,0.2,0.4,0.2,0.6,0.082,0.587,0.485,2.2,8.5,5.2,24.2,3.2,0.5,18.6,20.7,0.2,-0.2,0.1,363,1882867,NA,NA,NA,NA,NA,"Cap Space",1882867,1.882867,0.286796677619821,8.33834784931702,0.0531104958555225,0.106220991711045,0.318662975133135,"PG"
"210","Orlando Magic","D.J. Augustin",32,49,1215,14.2,0.54,0.2,1.8,0.8,2.6,0.101,0.548,0.438,1.5,8.3,4.8,26.7,1.2,0.1,12.9,19.1,-0.3,-1,-1.4,165,7250000,NA,NA,NA,NA,NA,"Cap Space",7250000,7.25,0.0744827586206897,1.95862068965517,-0.193103448275862,0.0275862068965517,0.358620689655172,"PG"
"211","Utah Jazz","Emmanuel Mudiay",23,48,752,13.7,0.54,0.2,0.3,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,0.1,-1.1,371,1737145,NA,NA,NA,NA,NA,"Minimum Salary",1737145,1.737145,0.31085487970204,7.88650342947768,-0.633222903096748,0.115131436926681,0.633222903096748,"PG"
"212","Oklahoma City Thunder","Abdel Nader",26,48,756,11.2,0.54,0.2,0.4,0.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,0.2,-0.8,393,1618520,1752950,NA,NA,NA,NA,"Cap Space",1618520,1.61852,0.333638138546326,6.91990213281269,-0.494278723772335,0.123569680943084,0.679633245186961,"SF"
"213","Oklahoma City Thunder","Mike Muscala",28,41,492,12.2,0.54,0.2,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.1,-0.2,342,2028594,2283034,NA,NA,NA,NA,"Minimum Salary",2028594,2.028594,0.266194221219229,6.0140175905085,-0.098590452303418,0.098590452303418,0.49295226151709,"C"
"214","LA Lakers","Rajon Rondo",33,48,984,12.4,0.54,0.2,0.2,1.3,1.5,0.073,0.494,0.381,2.6,12.9,7.9,32.4,1.9,0.2,20.8,18.7,-1.1,0,-1.2,295,2564753,2619605,NA,NA,NA,NA,"Minimum Salary",2564753,2.564753,0.210546590646351,4.83477356299028,-0.467881312547446,0.0779802187579077,0.584851640684308,"PG"
"215","LA Clippers","Reggie Jackson",29,9,175,15.6,0.54,0.2,0.3,0.2,0.5,0.142,0.67,0.525,2.4,12.7,7.7,24.2,0.5,2,21.1,19.1,2.1,0.6,2.8,474,734025,NA,NA,NA,NA,NA,"Minimum Salary",734025,0.734025,0.735669766016144,21.2526821293553,3.81458397193556,0.272470283709683,0.681175709274207,"PG"
"216","Phoenix Suns","Aron Baynes",33,42,934,15.1,0.54,0.2,1.3,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,-0.9,-1.1,191,5453280,NA,NA,NA,NA,NA,"Non-Bird Exception",5453280,5.45328,0.0990229733298125,2.76897573570402,-0.201713464190359,0.036675175307338,0.36675175307338,"C"
"217","Golden State Warriors","Andrew Wiggins",24,12,403,17.5,0.54,0.2,0.2,0.3,0.5,0.064,0.542,0.314,4.7,10.3,7.4,18.2,1.9,3.8,10.4,25.4,1,-1.1,-0.2,28,27504630,29542010,31579390,33616770,NA,NA,"1st Round Pick",122242800,27.50463,0.0196330581433017,0.636256513903296,-0.00727150301603766,0.00727150301603766,0.0181787575400942,"SF-SG"
"218","Golden State Warriors","Stephen Curry",31,5,139,21.7,0.54,0.2,0.2,0.1,0.3,0.104,0.557,0.598,3,17.8,10.1,42.3,1.7,1.3,14.6,33.6,4.5,-0.6,3.9,1,40231758,43006362,45780966,NA,NA,NA,"Bird Rights",129019086,40.231758,0.0134222322574122,0.539374888862674,0.0969383440813101,0.00497119713237488,0.00745679569856231,"PG"
"219","Houston Rockets","P.J. Tucker",34,64,2203,8.7,0.54,0.2,1.8,2.2,3.9,0.086,0.58,0.687,4.8,16.2,10.5,5.9,1.5,1.2,14.6,8.6,-2.2,0.6,-1.6,146,8349039,7969537,NA,NA,NA,NA,"MLE",16318576,8.349039,0.0646781024738296,1.0420360954117,-0.19163882214468,0.023954852768085,0.467119628977658,"PF"
"220","Houston Rockets","Isaiah Hartenstein",21,23,266,18.7,0.54,0.2,0.7,0.4,1.1,0.191,0.674,0.075,11.4,24.2,17.7,9.8,1.6,3.9,16.8,14.8,-0.9,1.3,0.4,428,1416852,1663861,NA,NA,NA,NA,"MLE",1416852,1.416852,0.381126610259928,13.1982733552975,0.282316007599947,0.141158003799973,0.776369020899854,"C"
"221","Dallas Mavericks","Boban Marjanovic",31,37,337,24.5,0.54,0.2,0.8,0.5,1.3,0.184,0.599,0.087,16.8,30.5,23.7,6.7,1,1.8,11.8,27.9,1.7,-1.7,0,247,3500000,3500000,NA,NA,NA,NA,"Bi-Annual Exception",7e+06,3.5,0.154285714285714,7,0,0.0571428571428571,0.371428571428571,NA
"222","Dallas Mavericks","Willie Cauley-Stein",26,13,157,22.3,0.54,0.2,0.5,0.3,0.8,0.23,0.684,0.022,8.8,30.7,20,9.6,1.2,5.9,9.3,14.7,1,2.3,3.2,329,2177483,2286357,NA,NA,NA,NA,"MLE",2177483,2.177483,0.24799275126373,10.2411821355207,1.46958667415544,0.0918491671347147,0.367396668538859,"C"
"223","Memphis Grizzlies","Josh Jackson",22,18,357,14,0.54,0.2,0,0.4,0.5,0.062,0.539,0.465,3.3,13.5,8.5,12.4,2.4,2.2,12.5,23.2,-1.1,1.2,0,168,7059480,NA,NA,NA,NA,NA,"1st Round Pick",7059480,7.05948,0.076492886161587,1.98314890048559,0,0.0283306985783655,0.0708267464459139,"SG"
